State,Area_name,Civilian_labor_force_2019,Employed_2019,Unemployed_2019,Unemployment_rate_2019,Median_Household_Income_2019
MO,"Polk County, MO","14,429","13,930",499,3.5,"44,837"
MO,"Pulaski County, MO","14,644","14,046",598,4.1,"55,620"
MO,"Putnam County, MO","2,267","2,185",82,3.6,"42,434"
MO,"Ralls County, MO","5,671","5,495",176,3.1,"63,419"
MO,"Randolph County, MO","10,295","9,897",398,3.9,"48,043"
MO,"Ray County, MO","10,985","10,587",398,3.6,"61,678"
MO,"Reynolds County, MO","3,016","2,904",112,3.7,"37,415"
MO,"Ripley County, MO","4,994","4,718",276,5.5,"35,788"
MO,"St. Charles County, MO","229,322","223,553","5,769",2.5,"89,236"
MO,"St. Clair County, MO","3,735","3,565",170,4.6,"39,319"
MO,"Ste. Genevieve County, MO","9,158","8,913",245,2.7,"61,662"
MO,"St. Francois County, MO","26,521","25,544",977,3.7,"43,886"
MO,"St. Louis County, MO","533,020","516,814","16,206",3,"70,161"
MO,"Saline County, MO","10,621","10,283",338,3.2,"47,324"
MO,"Schuyler County, MO","1,961","1,876",85,4.3,"43,183"
MO,"Scotland County, MO","2,357","2,285",72,3.1,"46,871"
MO,"Scott County, MO","19,853","19,152",701,3.5,"44,924"
MO,"Shannon County, MO","3,234","3,057",177,5.5,"36,477"
MO,"Shelby County, MO","3,029","2,941",88,2.9,"45,939"
MO,"Stoddard County, MO","13,031","12,421",610,4.7,"42,363"
MO,"Stone County, MO","13,852","13,171",681,4.9,"50,262"
MO,"Sullivan County, MO","2,658","2,566",92,3.5,"43,421"
MO,"Taney County, MO","26,975","25,600","1,375",5.1,"49,314"
MO,"Texas County, MO","8,906","8,508",398,4.5,"38,914"
MO,"Vernon County, MO","9,420","9,089",331,3.5,"46,182"
MO,"Warren County, MO","18,496","17,966",530,2.9,"63,726"
MO,"Washington County, MO","10,198","9,742",456,4.5,"41,198"
MO,"Wayne County, MO","5,237","4,985",252,4.8,"35,397"
MO,"Webster County, MO","17,360","16,742",618,3.6,"54,844"
MO,"Worth County, MO","1,155","1,124",31,2.7,"45,023"
MO,"Wright County, MO","7,417","7,027",390,5.3,"39,384"
MO,"St. Louis city, MO","152,325","146,448","5,877",3.9,"46,309"
MT,"Beaverhead County, MT","5,131","4,976",155,3,"49,771"
MT,"Big Horn County, MT","4,905","4,533",372,7.6,"43,718"
MT,"Blaine County, MT","2,294","2,202",92,4,"44,090"
MT,"Broadwater County, MT","2,615","2,509",106,4.1,"60,622"
MT,"Carbon County, MT","5,487","5,290",197,3.6,"57,585"
MT,"Carter County, MT",656,637,19,2.9,"49,057"
MT,"Cascade County, MT","38,090","36,757","1,333",3.5,"51,732"
MT,"Chouteau County, MT","2,460","2,391",69,2.8,"48,017"
MT,"Custer County, MT","6,074","5,895",179,2.9,"49,379"
MT,"Daniels County, MT",885,867,18,2,"50,001"
MT,"Dawson County, MT","4,615","4,500",115,2.5,"56,677"
MT,"Deer Lodge County, MT","5,083","4,916",167,3.3,"41,780"
MT,"Fallon County, MT","1,704","1,673",31,1.8,"65,651"
MT,"Fergus County, MT","6,039","5,844",195,3.2,"48,703"
MT,"Flathead County, MT","48,408","46,059","2,349",4.9,"61,334"
MT,"Gallatin County, MT","69,389","67,754","1,635",2.4,"73,731"
MT,"Garfield County, MT",743,724,19,2.6,"43,106"
MT,"Glacier County, MT","5,744","5,300",444,7.7,"41,808"
MT,"Golden Valley County, MT",365,350,15,4.1,"40,469"
MT,"Granite County, MT","1,708","1,610",98,5.7,"49,646"
MT,"Hill County, MT","7,702","7,410",292,3.8,"51,881"
MT,"Jefferson County, MT","5,749","5,552",197,3.4,"70,929"
MT,"Judith Basin County, MT",984,953,31,3.2,"49,401"
MT,"Lake County, MT","13,331","12,749",582,4.4,"49,019"
MT,"Lewis and Clark County, MT","36,148","35,035","1,113",3.1,"66,075"
MT,"Liberty County, MT",948,923,25,2.6,"41,240"
MT,"Lincoln County, MT","8,148","7,536",612,7.5,"43,669"
MT,"McCone County, MT",953,934,19,2,"48,551"
MT,"Madison County, MT","4,789","4,630",159,3.3,"56,579"
MT,"Meagher County, MT",961,927,34,3.5,"43,946"
MT,"Mineral County, MT","1,775","1,671",104,5.9,"43,928"
MT,"Missoula County, MT","64,237","62,103","2,134",3.3,"57,279"
MT,"Musselshell County, MT","2,282","2,191",91,4,"48,290"
MT,"Park County, MT","8,986","8,670",316,3.5,"51,740"
MT,"Petroleum County, MT",268,258,10,3.7,"42,081"
MT,"Phillips County, MT","1,884","1,812",72,3.8,"47,679"
MT,"Pondera County, MT","2,685","2,582",103,3.8,"48,542"
MT,"Powder River County, MT",958,936,22,2.3,"47,843"
MT,"Powell County, MT","2,969","2,858",111,3.7,"49,387"
MT,"Prairie County, MT",476,458,18,3.8,"46,663"
MT,"Ravalli County, MT","20,400","19,543",857,4.2,"57,209"
MT,"Richland County, MT","5,894","5,733",161,2.7,"69,095"
MT,"Roosevelt County, MT","4,526","4,325",201,4.4,"38,409"
MT,"Rosebud County, MT","3,841","3,642",199,5.2,"58,139"
MT,"Sanders County, MT","4,913","4,614",299,6.1,"45,193"
MT,"Sheridan County, MT","1,742","1,702",40,2.3,"51,111"
MT,"Silver Bow County, MT","17,294","16,620",674,3.9,"49,249"
MT,"Stillwater County, MT","5,243","5,074",169,3.2,"68,186"
MT,"Sweet Grass County, MT","1,816","1,764",52,2.9,"55,259"
MT,"Teton County, MT","2,760","2,667",93,3.4,"54,458"
MT,"Toole County, MT","2,123","2,071",52,2.4,"49,448"
MT,"Treasure County, MT",342,332,10,2.9,"51,754"
MT,"Valley County, MT","4,116","3,982",134,3.3,"51,869"
MT,"Wheatland County, MT",766,737,29,3.8,"42,059"
MT,"Wibaux County, MT",454,441,13,2.9,"51,145"
MT,"Yellowstone County, MT","82,301","79,581","2,720",3.3,"61,435"
NE,"Adams County, NE","16,839","16,314",525,3.1,"55,182"
NE,"Antelope County, NE","3,602","3,513",89,2.5,"50,771"
NE,"Arthur County, NE",228,216,12,5.3,"46,417"
NE,"Banner County, NE",381,367,14,3.7,"54,706"
NE,"Blaine County, NE",256,244,12,4.7,"45,411"
NE,"Boone County, NE","2,971","2,892",79,2.7,"58,204"
NE,"Box Butte County, NE","5,430","5,261",169,3.1,"61,522"
NE,"Boyd County, NE","1,081","1,046",35,3.2,"46,548"
NE,"Brown County, NE","1,402","1,353",49,3.5,"48,843"
NE,"Buffalo County, NE","27,943","27,227",716,2.6,"64,759"
NE,"Burt County, NE","3,509","3,393",116,3.3,"54,554"
NE,"Butler County, NE","4,636","4,519",117,2.5,"63,310"
NE,"Cass County, NE","13,583","13,133",450,3.3,"72,915"
NE,"Cedar County, NE","4,539","4,428",111,2.4,"60,400"
NE,"Chase County, NE","2,282","2,232",50,2.2,"57,656"
NE,"Cherry County, NE","3,380","3,301",79,2.3,"50,677"
NE,"Cheyenne County, NE","4,400","4,244",156,3.5,"56,229"
NE,"Clay County, NE","3,306","3,203",103,3.1,"63,829"
NE,"Colfax County, NE","5,606","5,458",148,2.6,"62,472"
NE,"Cuming County, NE","4,763","4,642",121,2.5,"59,505"
NE,"Custer County, NE","6,435","6,285",150,2.3,"51,004"
NE,"Dakota County, NE","10,775","10,365",410,3.8,"61,010"
NE,"Dawes County, NE","5,005","4,865",140,2.8,"46,377"
NE,"Dawson County, NE","13,125","12,740",385,2.9,"56,839"
NE,"Deuel County, NE",958,930,28,2.9,"48,793"
NE,"Dixon County, NE","3,003","2,913",90,3,"57,324"
NE,"Dodge County, NE","19,714","19,151",563,2.9,"60,853"
NE,"Douglas County, NE","301,008","291,332","9,676",3.2,"67,264"
NE,"Dundy County, NE","1,156","1,128",28,2.4,"45,446"
NE,"Fillmore County, NE","3,178","3,098",80,2.5,"60,440"
NE,"Franklin County, NE","1,487","1,439",48,3.2,"49,659"
NE,"Frontier County, NE","1,618","1,567",51,3.2,"55,712"
NE,"Furnas County, NE","2,591","2,521",70,2.7,"50,705"
NE,"Gage County, NE","11,054","10,671",383,3.5,"56,817"
NE,"Garden County, NE","1,098","1,067",31,2.8,"41,158"
NE,"Garfield County, NE","1,153","1,123",30,2.6,"52,707"
NE,"Gosper County, NE","1,104","1,075",29,2.6,"64,870"
NE,"Grant County, NE",411,400,11,2.7,"60,773"
NE,"Greeley County, NE","1,229","1,193",36,2.9,"48,178"
NE,"Hall County, NE","32,039","30,935","1,104",3.4,"57,371"
NE,"Hamilton County, NE","4,827","4,685",142,2.9,"68,236"
NE,"Harlan County, NE","1,786","1,737",49,2.7,"53,362"
NE,"Hayes County, NE",620,604,16,2.6,"46,399"
NE,"Hitchcock County, NE","1,263","1,222",41,3.2,"49,451"
NE,"Holt County, NE","5,755","5,610",145,2.5,"54,474"
NE,"Hooker County, NE",420,408,12,2.9,"50,093"
NE,"Howard County, NE","3,381","3,264",117,3.5,"56,881"
NE,"Jefferson County, NE","4,161","4,050",111,2.7,"56,740"
NE,"Johnson County, NE","2,069","1,999",70,3.4,"54,567"
NE,"Kearney County, NE","3,801","3,718",83,2.2,"64,461"
NE,"Keith County, NE","4,626","4,479",147,3.2,"51,478"
NE,"Keya Paha County, NE",589,574,15,2.5,"46,010"
NE,"Kimball County, NE","2,035","1,975",60,2.9,"52,284"
NE,"Knox County, NE","4,623","4,488",135,2.9,"53,676"
NE,"Lancaster County, NE","178,068","173,232","4,836",2.7,"61,383"
NE,"Lincoln County, NE","18,390","17,769",621,3.4,"60,924"
NE,"Logan County, NE",474,460,14,3,"53,108"
NE,"Loup County, NE",417,400,17,4.1,"51,559"
NE,"McPherson County, NE",447,436,11,2.5,"52,033"
NE,"Madison County, NE","19,903","19,360",543,2.7,"58,275"
NE,"Merrick County, NE","4,056","3,929",127,3.1,"53,411"
NE,"Morrill County, NE","2,614","2,541",73,2.8,"49,982"
NE,"Nance County, NE","1,991","1,932",59,3,"55,853"
NE,"Nemaha County, NE","3,638","3,508",130,3.6,"55,343"
NE,"Nuckolls County, NE","2,405","2,341",64,2.7,"48,624"
NE,"Otoe County, NE","8,446","8,182",264,3.1,"66,293"
NE,"Pawnee County, NE","1,481","1,440",41,2.8,"47,006"
NE,"Perkins County, NE","1,825","1,785",40,2.2,"63,443"
NE,"Phelps County, NE","4,993","4,865",128,2.6,"61,420"
NE,"Pierce County, NE","4,116","4,008",108,2.6,"67,465"
NE,"Platte County, NE","17,758","17,249",509,2.9,"62,804"
NE,"Polk County, NE","2,933","2,853",80,2.7,"66,462"
NE,"Red Willow County, NE","5,874","5,719",155,2.6,"50,260"
NE,"Richardson County, NE","4,258","4,125",133,3.1,"50,207"
NE,"Rock County, NE",874,848,26,3,"53,905"
NE,"Saline County, NE","7,416","7,179",237,3.2,"59,937"
NE,"Sarpy County, NE","97,712","94,941","2,771",2.8,"84,016"
NE,"Saunders County, NE","11,288","10,979",309,2.7,"71,086"
NE,"Scotts Bluff County, NE","18,325","17,665",660,3.6,"50,263"
NE,"Seward County, NE","8,914","8,657",257,2.9,"72,291"
NE,"Sheridan County, NE","2,687","2,614",73,2.7,"46,159"
NE,"Sherman County, NE","1,682","1,629",53,3.2,"48,735"
NE,"Sioux County, NE",745,725,20,2.7,"47,983"
NE,"Stanton County, NE","3,524","3,435",89,2.5,"62,045"
NE,"Thayer County, NE","2,792","2,721",71,2.5,"52,439"
NE,"Thomas County, NE",428,413,15,3.5,"51,401"
NE,"Thurston County, NE","3,057","2,921",136,4.4,"48,891"
NE,"Valley County, NE","2,138","2,070",68,3.2,"47,981"
NE,"Washington County, NE","11,281","10,959",322,2.9,"75,197"
NE,"Wayne County, NE","5,786","5,638",148,2.6,"57,655"
NE,"Webster County, NE","1,677","1,621",56,3.3,"49,518"
NE,"Wheeler County, NE",569,554,15,2.6,"50,207"
NE,"York County, NE","7,326","7,136",190,2.6,"59,749"
NV,"Churchill County, NV","11,219","10,822",397,3.5,"56,335"
NV,"Clark County, NV","1,150,076","1,103,405","46,671",4.1,"62,131"
NV,"Douglas County, NV","23,512","22,587",925,3.9,"76,296"
NV,"Elko County, NV","27,691","26,871",820,3,"83,287"
NV,"Esmeralda County, NV",441,424,17,3.9,"50,675"
NV,"Eureka County, NV","1,115","1,089",26,2.3,"71,541"
NV,"Humboldt County, NV","8,394","8,149",245,2.9,"73,106"
NV,"Lander County, NV","3,255","3,152",103,3.2,"81,239"
NV,"Lincoln County, NV","2,118","2,034",84,4,"58,782"
NV,"Lyon County, NV","23,519","22,393","1,126",4.8,"59,406"
NV,"Mineral County, NV","2,068","1,986",82,4,"43,771"
NV,"Nye County, NV","17,518","16,617",901,5.1,"48,490"
NV,"Pershing County, NV","2,607","2,503",104,4,"58,562"
NV,"Storey County, NV","2,088","2,010",78,3.7,"88,003"
NV,"Washoe County, NV","259,464","251,077","8,387",3.2,"71,733"
NV,"White Pine County, NV","4,693","4,553",140,3,"60,086"
NV,"Carson City, NV","26,603","25,556","1,047",3.9,"58,126"
NH,"Belknap County, NH","31,571","30,758",813,2.6,"68,752"
NH,"Carroll County, NH","23,990","23,369",621,2.6,"64,495"
NH,"Cheshire County, NH","40,704","39,623","1,081",2.7,"65,326"
NH,"Coos County, NH","14,716","14,239",477,3.2,"49,156"
NH,"Grafton County, NH","49,587","48,467","1,120",2.3,"62,468"
NH,"Hillsborough County, NH","242,758","236,249","6,509",2.7,"82,862"
NH,"Merrimack County, NH","83,811","81,879","1,932",2.3,"75,800"
NH,"Rockingham County, NH","188,612","183,381","5,231",2.8,"91,416"
NH,"Strafford County, NH","74,513","72,725","1,788",2.4,"71,486"
NH,"Sullivan County, NH","23,168","22,626",542,2.3,"63,518"
NJ,"Atlantic County, NJ","121,729","115,811","5,918",4.9,"62,678"
NJ,"Bergen County, NJ","484,575","470,940","13,635",2.8,"107,971"
NJ,"Burlington County, NJ","232,247","224,918","7,329",3.2,"88,443"
NJ,"Camden County, NJ","254,506","244,570","9,936",3.9,"73,168"
NJ,"Cape May County, NJ","46,054","42,868","3,186",6.9,"66,565"
NJ,"Cumberland County, NJ","65,506","62,056","3,450",5.3,"54,179"
NJ,"Essex County, NJ","372,073","356,132","15,941",4.3,"64,522"
NJ,"Gloucester County, NJ","150,912","145,571","5,341",3.5,"87,996"
NJ,"Hudson County, NJ","362,822","351,387","11,435",3.2,"77,738"
NJ,"Hunterdon County, NJ","65,027","63,304","1,723",2.6,"117,275"
NJ,"Mercer County, NJ","204,413","198,194","6,219",3,"79,475"
NJ,"Middlesex County, NJ","440,256","427,054","13,202",3,"92,770"
NJ,"Monmouth County, NJ","330,003","319,888","10,115",3.1,"102,579"
NJ,"Morris County, NJ","258,190","251,185","7,005",2.7,"116,328"
NJ,"Ocean County, NJ","279,686","269,814","9,872",3.5,"75,627"
NJ,"Passaic County, NJ","243,830","233,697","10,133",4.2,"76,039"
NJ,"Salem County, NJ","29,355","27,991","1,364",4.6,"68,146"
NJ,"Somerset County, NJ","172,036","167,057","4,979",2.9,"112,722"
NJ,"Sussex County, NJ","74,565","72,105","2,460",3.3,"100,281"
NJ,"Union County, NJ","278,363","268,496","9,867",3.5,"79,953"
NJ,"Warren County, NJ","56,029","54,212","1,817",3.2,"83,998"
NM,"Bernalillo County, NM","335,633","320,206","15,427",4.6,"56,148"
NM,"Catron County, NM","1,143","1,069",74,6.5,"37,190"
NM,"Chaves County, NM","27,495","26,114","1,381",5,"43,687"
NM,"Cibola County, NM","9,049","8,464",585,6.5,"40,436"
NM,"Colfax County, NM","5,538","5,272",266,4.8,"42,754"
NM,"Curry County, NM","21,785","20,858",927,4.3,"45,623"
NM,"De Baca County, NM",795,760,35,4.4,"34,746"
NM,"Dona Ana County, NM","98,591","92,799","5,792",5.9,"43,618"
NM,"Eddy County, NM","34,703","33,593","1,110",3.2,"63,671"
NM,"Grant County, NM","12,289","11,683",606,4.9,"43,175"
NM,"Guadalupe County, NM","1,575","1,490",85,5.4,"36,554"
NM,"Harding County, NM",270,257,13,4.8,"38,162"
NM,"Hidalgo County, NM","2,099","2,007",92,4.4,"37,322"
NM,"Lea County, NM","31,433","30,138","1,295",4.1,"63,012"
NM,"Lincoln County, NM","9,059","8,629",430,4.7,"47,254"
NM,"Los Alamos County, NM","9,618","9,302",316,3.3,"122,001"
NM,"Luna County, NM","10,446","9,139","1,307",12.5,"32,544"
NM,"McKinley County, NM","24,364","22,605","1,759",7.2,"36,404"
NM,"Mora County, NM","2,231","2,093",138,6.2,"36,968"
NM,"Otero County, NM","25,047","23,768","1,279",5.1,"43,135"
NM,"Quay County, NM","3,236","3,062",174,5.4,"34,596"
NM,"Rio Arriba County, NM","16,860","15,941",919,5.5,"44,579"
NM,"Roosevelt County, NM","7,907","7,543",364,4.6,"44,928"
NM,"Sandoval County, NM","67,492","64,133","3,359",5,"71,118"
NM,"San Juan County, NM","52,301","49,222","3,079",5.9,"46,201"
NM,"San Miguel County, NM","10,845","10,199",646,6,"36,986"
NM,"Santa Fe County, NM","74,198","71,109","3,089",4.2,"61,791"
NM,"Sierra County, NM","3,943","3,672",271,6.9,"33,661"
NM,"Socorro County, NM","6,493","6,103",390,6,"39,582"
NM,"Taos County, NM","15,301","14,353",948,6.2,"43,032"
NM,"Torrance County, NM","5,688","5,292",396,7,"39,532"
NM,"Union County, NM","1,867","1,801",66,3.5,"38,221"
NM,"Valencia County, NM","30,945","29,250","1,695",5.5,"54,867"
NY,"Albany County, NY","156,887","151,417","5,470",3.5,"69,408"
NY,"Allegany County, NY","19,188","18,176","1,012",5.3,"49,411"
NY,"Bronx County, NY","596,168","564,818","31,350",5.3,"41,470"
NY,"Broome County, NY","83,160","79,389","3,771",4.5,"52,179"
NY,"Cattaraugus County, NY","33,593","31,964","1,629",4.8,"50,783"
NY,"Cayuga County, NY","35,747","34,281","1,466",4.1,"58,055"
NY,"Chautauqua County, NY","54,049","51,606","2,443",4.5,"50,143"
NY,"Chemung County, NY","35,052","33,650","1,402",4,"58,400"
NY,"Chenango County, NY","21,843","20,910",933,4.3,"51,894"
NY,"Clinton County, NY","36,068","34,557","1,511",4.2,"59,069"
NY,"Columbia County, NY","31,041","30,086",955,3.1,"71,563"
NY,"Cortland County, NY","22,836","21,766","1,070",4.7,"55,143"
NY,"Delaware County, NY","18,941","18,085",856,4.5,"51,038"
NY,"Dutchess County, NY","144,340","139,358","4,982",3.5,"84,564"
NY,"Erie County, NY","440,795","422,846","17,949",4.1,"60,620"
NY,"Essex County, NY","16,940","16,174",766,4.5,"55,091"
NY,"Franklin County, NY","19,437","18,515",922,4.7,"48,943"
NY,"Fulton County, NY","22,465","21,380","1,085",4.8,"50,061"
NY,"Genesee County, NY","29,631","28,514","1,117",3.8,"62,570"
NY,"Greene County, NY","20,162","19,297",865,4.3,"54,746"
NY,"Hamilton County, NY","2,207","2,081",126,5.7,"60,148"
NY,"Herkimer County, NY","27,816","26,506","1,310",4.7,"55,778"
NY,"Jefferson County, NY","43,737","41,399","2,338",5.3,"53,829"
NY,"Kings County, NY","1,196,433","1,148,750","47,683",4,"66,501"
NY,"Lewis County, NY","11,540","10,926",614,5.3,"56,599"
NY,"Livingston County, NY","30,584","29,339","1,245",4.1,"60,268"
NY,"Madison County, NY","32,765","31,355","1,410",4.3,"61,713"
NY,"Monroe County, NY","360,928","346,547","14,381",4,"62,159"
NY,"Montgomery County, NY","22,185","21,103","1,082",4.9,"52,092"
NY,"Nassau County, NY","708,259","684,992","23,267",3.3,"117,767"
NY,"New York County, NY","918,438","886,994","31,444",3.4,"93,007"
NY,"Niagara County, NY","98,222","93,554","4,668",4.8,"56,371"
NY,"Oneida County, NY","101,213","97,070","4,143",4.1,"56,516"
NY,"Onondaga County, NY","219,487","211,207","8,280",3.8,"61,597"
NY,"Ontario County, NY","55,334","53,276","2,058",3.7,"66,754"
NY,"Orange County, NY","186,523","179,768","6,755",3.6,"83,188"
NY,"Orleans County, NY","17,459","16,668",791,4.5,"53,115"
NY,"Oswego County, NY","52,479","49,738","2,741",5.2,"57,640"
NY,"Otsego County, NY","27,820","26,687","1,133",4.1,"52,414"
NY,"Putnam County, NY","50,954","49,149","1,805",3.5,"105,600"
NY,"Queens County, NY","1,135,501","1,096,976","38,525",3.4,"72,975"
NY,"Rensselaer County, NY","80,862","77,940","2,922",3.6,"70,688"
NY,"Richmond County, NY","223,957","215,509","8,448",3.8,"86,624"
NY,"Rockland County, NY","155,400","150,107","5,293",3.4,"99,831"
NY,"St. Lawrence County, NY","42,939","40,645","2,294",5.3,"51,742"
NY,"Saratoga County, NY","118,996","115,147","3,849",3.2,"89,071"
NY,"Schenectady County, NY","76,131","73,332","2,799",3.7,"64,960"
NY,"Schoharie County, NY","14,611","13,959",652,4.5,"58,927"
NY,"Schuyler County, NY","8,041","7,683",358,4.5,"52,215"
NY,"Seneca County, NY","15,901","15,316",585,3.7,"51,064"
NY,"Steuben County, NY","42,364","40,505","1,859",4.4,"53,167"
NY,"Suffolk County, NY","776,768","749,233","27,535",3.5,"105,241"
NY,"Sullivan County, NY","36,480","35,097","1,383",3.8,"58,851"
NY,"Tioga County, NY","22,591","21,692",899,4,"60,699"
NY,"Tompkins County, NY","49,122","47,408","1,714",3.5,"59,176"
NY,"Ulster County, NY","87,506","84,352","3,154",3.6,"64,090"
NY,"Warren County, NY","31,081","29,714","1,367",4.4,"63,240"
NY,"Washington County, NY","27,787","26,703","1,084",3.9,"56,897"
NY,"Wayne County, NY","43,773","42,087","1,686",3.9,"61,989"
NY,"Westchester County, NY","484,675","467,237","17,438",3.6,"101,741"
NY,"Wyoming County, NY","18,044","17,284",760,4.2,"58,214"
NY,"Yates County, NY","11,892","11,467",425,3.6,"60,612"
NC,"Alamance County, NC","82,991","79,907","3,084",3.7,"57,963"
NC,"Alexander County, NC","18,091","17,508",583,3.2,"54,960"
NC,"Alleghany County, NC","4,419","4,216",203,4.6,"41,420"
NC,"Anson County, NC","10,791","10,356",435,4,"40,826"
NC,"Ashe County, NC","12,958","12,495",463,3.6,"41,542"
NC,"Avery County, NC","7,578","7,305",273,3.6,"45,823"
NC,"Beaufort County, NC","19,683","18,810",873,4.4,"49,410"
NC,"Bertie County, NC","7,861","7,499",362,4.6,"37,899"
NC,"Bladen County, NC","14,663","13,987",676,4.6,"42,260"
NC,"Brunswick County, NC","54,986","52,177","2,809",5.1,"63,712"
NC,"Buncombe County, NC","141,707","137,569","4,138",2.9,"55,448"
NC,"Burke County, NC","41,057","39,567","1,490",3.6,"47,890"
NC,"Cabarrus County, NC","110,718","106,850","3,868",3.5,"72,071"
NC,"Caldwell County, NC","36,641","35,199","1,442",3.9,"48,512"
NC,"Camden County, NC","4,739","4,564",175,3.7,"69,610"
NC,"Carteret County, NC","32,314","31,019","1,295",4,"60,058"
NC,"Caswell County, NC","9,927","9,495",432,4.4,"51,240"
NC,"Catawba County, NC","79,385","76,615","2,770",3.5,"53,688"
NC,"Chatham County, NC","36,465","35,268","1,197",3.3,"70,258"
NC,"Cherokee County, NC","11,295","10,805",490,4.3,"42,764"
NC,"Chowan County, NC","5,585","5,334",251,4.5,"47,126"
NC,"Clay County, NC","4,178","3,994",184,4.4,"47,116"
NC,"Cleveland County, NC","48,989","47,106","1,883",3.8,"46,012"
NC,"Columbus County, NC","22,931","21,831","1,100",4.8,"39,531"
NC,"Craven County, NC","41,938","40,287","1,651",3.9,"53,372"
NC,"Cumberland County, NC","128,825","122,423","6,402",5,"46,599"
NC,"Currituck County, NC","14,426","13,927",499,3.5,"70,699"
NC,"Dare County, NC","20,207","19,283",924,4.6,"63,033"
NC,"Davidson County, NC","81,637","78,723","2,914",3.6,"53,924"
NC,"Davie County, NC","20,776","20,090",686,3.3,"63,828"
NC,"Duplin County, NC","25,557","24,561",996,3.9,"44,929"
NC,"Durham County, NC","174,573","168,779","5,794",3.3,"65,541"
NC,"Edgecombe County, NC","21,091","19,873","1,218",5.8,"40,784"
NC,"Forsyth County, NC","190,021","183,105","6,916",3.6,"53,054"
NC,"Franklin County, NC","31,749","30,498","1,251",3.9,"57,371"
NC,"Gaston County, NC","110,926","106,717","4,209",3.8,"56,542"
NC,"Gates County, NC","5,338","5,130",208,3.9,"54,204"
NC,"Graham County, NC","3,255","3,085",170,5.2,"45,813"
NC,"Granville County, NC","30,426","29,429",997,3.3,"54,300"
NC,"Greene County, NC","9,650","9,302",348,3.6,"44,648"
NC,"Guilford County, NC","264,755","254,165","10,590",4,"55,820"
NC,"Halifax County, NC","20,545","19,414","1,131",5.5,"38,727"
NC,"Harnett County, NC","53,744","51,333","2,411",4.5,"55,619"
NC,"Haywood County, NC","30,149","29,152",997,3.3,"51,612"
NC,"Henderson County, NC","55,467","53,682","1,785",3.2,"61,651"
NC,"Hertford County, NC","9,273","8,811",462,5,"42,374"
NC,"Hoke County, NC","20,281","19,305",976,4.8,"48,420"
NC,"Hyde County, NC","1,934","1,772",162,8.4,"43,112"
NC,"Iredell County, NC","90,393","87,204","3,189",3.5,"68,308"
NC,"Jackson County, NC","20,085","19,273",812,4,"47,759"
NC,"Johnston County, NC","100,706","97,106","3,600",3.6,"62,835"
NC,"Jones County, NC","4,344","4,180",164,3.8,"46,275"
NC,"Lee County, NC","26,341","25,195","1,146",4.4,"53,114"
NC,"Lenoir County, NC","28,196","27,163","1,033",3.7,"39,947"
NC,"Lincoln County, NC","44,300","42,781","1,519",3.4,"70,479"
NC,"McDowell County, NC","21,039","20,260",779,3.7,"46,370"
NC,"Macon County, NC","15,755","15,158",597,3.8,"46,279"
NC,"Madison County, NC","10,176","9,815",361,3.5,"50,062"
NC,"Martin County, NC","9,120","8,678",442,4.8,"39,413"
NC,"Mecklenburg County, NC","625,637","603,303","22,334",3.6,"69,455"
NC,"Mitchell County, NC","6,105","5,835",270,4.4,"47,675"
NC,"Montgomery County, NC","11,657","11,209",448,3.8,"46,497"
NC,"Moore County, NC","42,429","40,836","1,593",3.8,"63,942"
NC,"Nash County, NC","43,462","41,427","2,035",4.7,"50,902"
NC,"New Hanover County, NC","123,739","119,384","4,355",3.5,"57,252"
NC,"Northampton County, NC","7,813","7,424",389,5,"39,777"
NC,"Onslow County, NC","64,975","62,059","2,916",4.5,"50,645"
NC,"Orange County, NC","80,591","77,968","2,623",3.3,"74,314"
NC,"Pamlico County, NC","5,427","5,229",198,3.6,"52,522"
NC,"Pasquotank County, NC","16,915","16,159",756,4.5,"51,245"
NC,"Pender County, NC","28,974","27,851","1,123",3.9,"60,405"
NC,"Perquimans County, NC","5,010","4,768",242,4.8,"50,804"
NC,"Person County, NC","18,521","17,763",758,4.1,"54,553"
NC,"Pitt County, NC","90,233","86,516","3,717",4.1,"52,961"
NC,"Polk County, NC","9,170","8,836",334,3.6,"53,405"
NC,"Randolph County, NC","66,535","64,088","2,447",3.7,"50,129"
NC,"Richmond County, NC","16,789","15,939",850,5.1,"40,518"
NC,"Robeson County, NC","50,631","48,009","2,622",5.2,"36,366"
NC,"Rockingham County, NC","40,351","38,623","1,728",4.3,"44,686"
NC,"Rowan County, NC","66,041","63,436","2,605",3.9,"52,051"
NC,"Rutherford County, NC","25,447","24,239","1,208",4.7,"44,547"
NC,"Sampson County, NC","29,628","28,537","1,091",3.7,"45,997"
NC,"Scotland County, NC","11,582","10,842",740,6.4,"39,197"
NC,"Stanly County, NC","30,569","29,470","1,099",3.6,"58,303"
NC,"Stokes County, NC","21,836","21,074",762,3.5,"52,356"
NC,"Surry County, NC","34,232","33,025","1,207",3.5,"48,637"
NC,"Swain County, NC","7,089","6,816",273,3.9,"46,075"
NC,"Transylvania County, NC","14,801","14,268",533,3.6,"55,628"
NC,"Tyrrell County, NC","1,434","1,350",84,5.9,"37,680"
NC,"Union County, NC","124,867","120,622","4,245",3.4,"86,138"
NC,"Vance County, NC","17,501","16,521",980,5.6,"40,450"
NC,"Wake County, NC","596,307","576,542","19,765",3.3,"84,377"
